#string_protein_id	preferred_name	protein_size	annotation
10090.ENSMUSP00000147383	Nucb1	459	Nucleobindin-1; Major calcium-binding protein of the Golgi which may have a role in calcium homeostasis (By similarity). Acts as a non-receptor guanine nucleotide exchange factor which binds to and activates alpha subunits of guanine nucleotide-binding proteins (G proteins) (By similarity).
10090.ENSMUSP00000147402	Gm4924	966	Predicted gene 4924.
10090.ENSMUSP00000147405	Igip	53	IgA-inducing protein.
10090.ENSMUSP00000147411	Gm10131	104	Predicted pseudogene 10131.
10090.ENSMUSP00000147415	Rnf223	255	RING finger protein 223.
10090.ENSMUSP00000147417	Gm11213	88	Predicted gene 11213.
10090.ENSMUSP00000147425	Ins2	110	Insulin-2 A chain; Insulin decreases blood glucose concentration. It increases cell permeability to monosaccharides, amino acids and fatty acids. It accelerates glycolysis, the pentose phosphate cycle, and glycogen synthesis in liver.
10090.ENSMUSP00000147427	Gm4779	561	Predicted gene 4779.
10090.ENSMUSP00000147439	Kcnj11	390	ATP-sensitive inward rectifier potassium channel 11; This receptor is controlled by G proteins. Inward rectifier potassium channels are characterized by a greater tendency to allow potassium to flow into the cell rather than out of it. Their voltage dependence is regulated by the concentration of extracellular potassium; as external potassium is raised, the voltage range of the channel opening shifts to more positive voltages. The inward rectification is mainly due to the blockage of outward current by internal magnesium. Can be blocked by extracellular barium. Can form cardiac and smo [...] 
10090.ENSMUSP00000147446	Olfr707	307	Olfactory receptor.
10090.ENSMUSP00000147447	Pkhd1l1	4249	Fibrocystin-L.
10090.ENSMUSP00000147455	Brd3os	84	Bromodomain-containing 3, opposite strand.
10090.ENSMUSP00000147463	Sorcs1	1192	VPS10 domain-containing receptor SorCS1.
10090.ENSMUSP00000147467	Fbxo25	365	F-box only protein 25; Substrate-recognition component of the SCF (SKP1-CUL1-F-box protein)-type E3 ubiquitin ligase complex. May play a role in accumulation of expanded polyglutamine (polyQ) protein huntingtin (HTT).
10090.ENSMUSP00000147475	Zfp541	1363	Zinc finger protein 541; Component of some chromatin remodeling multiprotein complex that plays a role during spermatogenesis.
10090.ENSMUSP00000147497	Slc8a2	921	Sodium/calcium exchanger 2; Mediates the electrogenic exchange of Ca(2+) against Na(+) ions across the cell membrane, and thereby contributes to the regulation of cytoplasmic Ca(2+) levels and Ca(2+)-dependent cellular processes. Contributes to cellular Ca(2+) homeostasis in excitable cells. Contributes to the rapid decrease of cytoplasmic Ca(2+) levels back to baseline after neuronal activation, and thereby contributes to modulate synaptic plasticity, learning and memory. Plays a role in regulating urinary Ca(2+) and Na(+) excretion.
10090.ENSMUSP00000147502	Ruvbl2	463	RuvB-like 2; Possesses single-stranded DNA-stimulated ATPase and ATP- dependent DNA helicase (5' to 3') activity; hexamerization is thought to be critical for ATP hydrolysis and adjacent subunits in the ring- like structure contribute to the ATPase activity (By similarity). Component of the NuA4 histone acetyltransferase complex which is involved in transcriptional activation of select genes principally by acetylation of nucleosomal histones H4 and H2A (By similarity). This modification may both alter nucleosome-DNA interactions and promote interaction of the modified histones with oth [...] 
10090.ENSMUSP00000147514	Cfl1	166	Cofilin-1; Binds to F-actin and exhibits pH-sensitive F-actin depolymerizing activity. Regulates actin cytoskeleton dynamics. Important for normal progress through mitosis and normal cytokinesis. Plays a role in the regulation of cell morphology and cytoskeletal organization. Required for the up-regulation of atypical chemokine receptor ACKR2 from endosomal compartment to cell membrane, increasing its efficiency in chemokine uptake and degradation (By similarity). Required for neural tube morphogenesis and neural crest cell migration ; Belongs to the actin-binding proteins ADF family.
10090.ENSMUSP00000147515	Smim31	71	Small integral membrane protein 31.
10090.ENSMUSP00000147517	Gm5678	277	Predicted gene 5678; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
10090.ENSMUSP00000147521	Rtp4	249	Receptor-transporting protein 4; Probable chaperone protein which facilitates trafficking and functional cell surface expression of some G-protein coupled receptors (GPCRs). Promotes functional expression of the bitter taste receptor TAS2R16 (By similarity). Also promotes functional expression of the opioid receptor heterodimer OPRD1-OPRM1. Belongs to the TMEM7 family.
10090.ENSMUSP00000147528	Zscan4-ps3	506	Zinc finger and SCAN domain containing 4, pseudogene 3.
10090.ENSMUSP00000147534	Gm35315	571	Zinc finger protein.
10090.ENSMUSP00000147537	Lrrc3c	255	Leucine-rich repeat-containing 3C.
10090.ENSMUSP00000147542	Gm45871	540	Zinc finger protein.
10090.ENSMUSP00000147546	Gm6657	277	Predicted gene 6657.
10090.ENSMUSP00000147547	Gm7579	243	Predicted gene 7579.
10090.ENSMUSP00000147553	Pde2a	945	cGMP-dependent 3',5'-cyclic phosphodiesterase; Cyclic nucleotide phosphodiesterase with a dual-specificity for the second messengers cAMP and cGMP, which are key regulators of many important physiological processes.
10090.ENSMUSP00000147554	Gm45521	198	Predicted gene 45521.
10090.ENSMUSP00000147566	St6galnac2-2	289	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2.
10090.ENSMUSP00000147568	Gm10153	320	Predicted gene 10153.
10090.ENSMUSP00000147569	Gm37419	37	Predicted gene, 37419.
10090.ENSMUSP00000147586	Olfr5	312	Olfactory receptor 5; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
10090.ENSMUSP00000147592	Olfr601	314	Olfactory receptor 601.
10090.ENSMUSP00000147605	Olfr374	313	Olfactory receptor.
10090.ENSMUSP00000147606	Zfp42	288	Zinc finger protein 42; Involved in the reprogramming of X-chromosome inactivation during the acquisition of pluripotency. Required for efficient elongation of TSIX, a non-coding RNA antisense to XIST. Binds DXPas34 enhancer within the TSIX promoter. Involved in ES cell self-renewal.
10090.ENSMUSP00000147615	Gm45716	93	Small integral membrane protein 36.
10090.ENSMUSP00000147617	Gm45844	137	Predicted gene 45844.
10090.ENSMUSP00000147618	Gm20219	87	Predicted gene, 20219.
10090.ENSMUSP00000147619	Usp47	1376	Ubiquitin carboxyl-terminal hydrolase 47; Ubiquitin-specific protease that specifically deubiquitinates monoubiquitinated DNA polymerase beta (POLB), stabilizing POLB thereby playing a role in base-excision repair (BER) (By similarity). Acts as a regulator of cell growth and genome integrity. May also indirectly regulate CDC25A expression at a transcriptional level.
10090.ENSMUSP00000147623	Olfr506	314	Olfactory receptor.
10090.ENSMUSP00000147626	Gm15517	28	Predicted gene 15517.
10090.ENSMUSP00000147633	Ppp1r3b	284	Protein phosphatase 1 regulatory subunit 3B; Acts as a glycogen-targeting subunit for phosphatase PP1. Facilitates interaction of the PP1 with enzymes of the glycogen metabolism and regulates its activity. Suppresses the rate at which PP1 dephosphorylates (inactivates) glycogen phosphorylase and enhances the rate at which it activates glycogen synthase and therefore limits glycogen breakdown. Its activity is inhibited by PYGL, resulting in inhibition of the glycogen synthase and glycogen phosphorylase phosphatase activities of PP1. Dramatically increases basal and insulin-stimulated gl [...] 
10090.ENSMUSP00000147652	Olfr488	314	Olfactory receptor 488; Potential odorant receptor; Belongs to the G-protein coupled receptor 1 family.
10090.ENSMUSP00000147654	Cyld	955	Ubiquitin carboxyl-terminal hydrolase CYLD; Deubiquitinase that specifically cleaves 'Lys-63'- and linear 'Met-1'-linked polyubiquitin chains and is involved in NF-kappa-B activation and TNF-alpha-induced necroptosis. Plays an important role in the regulation of pathways leading to NF-kappa-B activation. Contributes to the regulation of cell survival, proliferation and differentiation via its effects on NF-kappa-B activation. Negative regulator of Wnt signaling. Inhibits HDAC6 and thereby promotes acetylation of alpha-tubulin and stabilization of microtubules. Plays a role in the regul [...] 
10090.ENSMUSP00000147656	Ptpre	719	Receptor-type tyrosine-protein phosphatase epsilon; Isoform 1 acts as a negative regulator of insulin receptor (IR) signaling and is involved in insulin-induced glucose metabolism mainly through direct dephosphorylation and inactivation of IR in hepatocytes and liver (By similarity). Plays a critical role in signaling transduction pathways and phosphoprotein network topology in red blood cells. May play a role in osteoclast formation and function.  Isoform 1 and isoform 2 act as a negative regulator of FceRI- mediated signal transduction leading to cytokine production and degranulation [...] 
10090.ENSMUSP00000147664	Olfr573-ps1	297	Olfactory receptor 573, pseudogene 1.
10090.ENSMUSP00000147673	Zfp143	637	Zinc finger protein 143; Transcriptional activator. Activates the gene for selenocysteine tRNA (tRNAsec). Binds to the SPH motif of small nuclear RNA (snRNA) gene promoters. Participates in efficient U6 RNA polymerase III transcription via its interaction with CHD8 (By similarity).
10090.ENSMUSP00000147674	Bpnt1	323	3'(2'),5'-bisphosphate nucleotidase 1; Converts adenosine 3'-phosphate 5'-phosphosulfate (PAPS) to adenosine 5'-phosphosulfate (APS) and 3'(2')-phosphoadenosine 5'- phosphate (PAP) to AMP. Has 1000-fold lower activity towards inositol 1,4-bisphosphate (Ins(1,4)P2) and inositol 1,3,4-trisphosphate (Ins(1,3,4)P3), but does not hydrolyze Ins(1)P, Ins(3,4)P2, Ins(1,3,4,5)P4 or InsP6; Belongs to the inositol monophosphatase superfamily.
10090.ENSMUSP00000147681	Gm17949	212	Predicted gene, 17949; Belongs to the adenylate kinase family.
10090.ENSMUSP00000147685	Cks1brt	96	Cyclin-dependent kinases regulatory subunit; Binds to the catalytic subunit of the cyclin dependent kinases and is essential for their biological function.
10090.ENSMUSP00000147687	Tmem241	297	Transmembrane protein 241; Belongs to the TMEM241 family.
10090.ENSMUSP00000147696	Exosc6	273	Exosome complex component MTR3; Non-catalytic component of the RNA exosome complex which has 3'->5' exoribonuclease activity and participates in a multitude of cellular RNA processing and degradation events. In the nucleus, the RNA exosome complex is involved in proper maturation of stable RNA species such as rRNA, snRNA and snoRNA, in the elimination of RNA processing by-products and non-coding 'pervasive' transcripts, such as antisense RNA species and promoter-upstream transcripts (PROMPTs), and of mRNAs with processing defects, thereby limiting or excluding their export to the cytop [...] 
10090.ENSMUSP00000147713	Olfr478	314	Olfactory receptor 478; Potential odorant receptor; Belongs to the G-protein coupled receptor 1 family.
10090.ENSMUSP00000147714	Gm45861	1923	Predicted gene 45861.
10090.ENSMUSP00000147726	Frat1	274	Proto-oncogene FRAT1; Positively regulates the Wnt signaling pathway by stabilizing beta-catenin through the association with GSK-3. May play a role in tumor progression and collaborate with PIM1 and MYC in lymphomagenesis.
10090.ENSMUSP00000147734	Gm36210	229	Predicted gene, 36210.
10090.ENSMUSP00000147735	Pvrig	234	Poliovirus receptor-related immunoglobulin domain-containing.
10090.ENSMUSP00000147737	Srek1	494	Splicing regulatory glutamine/lysine-rich protein 1; Participates in the regulation of alternative splicing by modulating the activity of other splice facors. Inhibits the splicing activity of SFRS1, SFRS2 and SFRS6. Augments the splicing activity of SFRS3 (By similarity); Belongs to the splicing factor SR family.
10090.ENSMUSP00000147751	Saa2	122	Serum amyloid A-2 protein; Major acute phase reactant. Apolipoprotein of the HDL complex.
10090.ENSMUSP00000147767	Casp3	277	Caspase-3 subunit p12; Involved in the activation cascade of caspases responsible for apoptosis execution. At the onset of apoptosis it proteolytically cleaves poly(ADP-ribose) polymerase (PARP) at a '216-Asp-|-Gly-217' bond. Cleaves and activates sterol regulatory element binding proteins (SREBPs) between the basic helix-loop-helix leucine zipper domain and the membrane attachment domain. Cleaves and activates caspase-6, -7 and -9. Triggers cell adhesion in sympathetic neurons through RET cleavage (By similarity). Cleaves IL-1 beta between an Asp and an Ala, releasing the mature cytok [...] 
10090.ENSMUSP00000147776	Usp17le	540	Ubiquitin carboxyl-terminal hydrolase 17-like protein E; Deubiquitinating enzyme that removes conjugated ubiquitin from specific proteins to regulate different cellular processes that may include cell proliferation, progression through the cell cycle, apoptosis, cell migration, and the cellular response to viral infection; Belongs to the peptidase C19 family. USP17 subfamily.
10090.ENSMUSP00000147784	Gab1	725	GRB2-associated-binding protein 1; Adapter protein that plays a role in intracellular signaling cascades triggered by activated receptor-type kinases. Plays a role in FGFR1 signaling. Probably involved in signaling by the epidermal growth factor receptor (EGFR) and the insulin receptor (INSR). Involved in the MET/HGF-signaling pathway.
